00:08:36, 21, 100963, 36, 19
00:18:37, 21, 100983, 37, 20
00:28:37, 21, 101009, 37, 20
00:38:38, 21, 101016, 37, 20
00:48:39, 21, 101026, 37, 20
00:58:41, 21, 100998, 37, 20
01:08:42, 21, 100995, 37, 21
01:18:43, 21, 101018, 37, 19
01:28:44, 21, 100989, 37, 21
01:38:44, 21, 100995, 37, 21
01:48:45, 21, 101007, 37, 20
01:58:46, 20, 100989, 37, 21
02:08:47, 20, 100969, 37, 21
02:18:47, 20, 100965, 37, 20
02:28:49, 20, 100966, 37, 21
02:38:50, 20, 100964, 37, 21
02:48:51, 20, 100967, 38, 21
02:58:51, 20, 100966, 38, 20
03:08:52, 20, 100967, 38, 21
03:18:53, 20, 100968, 38, 20
03:28:54, 20, 100967, 38, 23
03:38:54, 20, 100957, 38, 8
03:48:56, 20, 100947, 38, 8
03:58:57, 20, 100954, 38, 9
04:08:58, 20, 100941, 38, 10
04:18:58, 20, 100940, 38, 16
04:28:59, 20, 100955, 38, 34
04:39:00, 20, 100942, 38, 83
04:49:01, 20, 100926, 38, 249
04:59:03, 20, 100939, 38, 507
05:09:04, 20, 100934, 38, 1054
05:19:05, 20, 100930, 38, 1689
05:29:06, 20, 100933, 38, 2117
05:39:07, 20, 100931, 38, 2545
05:49:08, 20, 100927, 38, 2906
05:59:10, 20, 100926, 38, 3149
06:09:11, 20, 100910, 38, 3395
06:19:11, 20, 100904, 38, 3301
06:29:12, 20, 100907, 38, 3448
06:39:13, 20, 100915, 38, 3530
06:49:14, 20, 100915, 38, 3624
06:59:15, 20, 100938, 38, 3741
07:09:15, 20, 100952, 37, 3798
07:19:16, 20, 100953, 37, 3777
07:29:17, 20, 100947, 37, 3827
07:39:18, 20, 100944, 37, 3853
07:49:18, 20, 100953, 37, 3868
07:59:20, 21, 100935, 37, 3910
08:09:21, 21, 100918, 37, 3960
08:19:22, 22, 100914, 37, 4032
08:29:22, 23, 100958, 35, 3885
08:39:23, 22, 100966, 36, 3842
08:49:24, 22, 100944, 36, 3877
08:59:25, 22, 100967, 36, 3933
09:09:25, 22, 100979, 36, 3938
09:19:27, 23, 100945, 35, 4037
09:29:29, 23, 100939, 35, 4002
09:39:31, 23, 100965, 35, 4021
09:49:32, 24, 100939, 35, 3992
09:59:32, 24, 100966, 35, 3992
10:09:33, 24, 100960, 35, 4040
10:19:34, 25, 100962, 34, 4046
10:29:35, 25, 100936, 34, 4048
10:39:35, 26, 100937, 33, 4043
10:49:36, 26, 100927, 33, 4048
10:59:38, 27, 100948, 33, 4045
11:09:40, 27, 100942, 33, 4042
11:19:41, 27, 100938, 33, 4040
11:29:42, 27, 100932, 33, 4040
11:39:43, 27, 100941, 33, 4035
11:49:44, 27, 100947, 33, 4036
11:59:45, 26, 100957, 33, 3946
12:09:45, 25, 100939, 34, 3953
12:19:46, 25, 100933, 34, 3946
12:29:48, 25, 100946, 34, 3948
12:39:49, 25, 100933, 34, 4010
12:49:50, 25, 100941, 34, 3997
12:59:51, 25, 100923, 34, 3948
13:09:52, 25, 100912, 34, 3938
13:19:53, 24, 100910, 34, 3934
13:29:54, 24, 100900, 35, 3945
13:39:55, 24, 100882, 35, 3933
13:49:56, 24, 100886, 35, 3931
13:59:56, 24, 100876, 35, 3918
14:09:57, 24, 100860, 35, 3887
14:19:58, 24, 100862, 35, 3870
14:29:59, 24, 100879, 35, 3859
14:39:59, 24, 100862, 35, 3821
14:50:00, 23, 100909, 35, 3842
15:00:01, 24, 100897, 35, 3825
15:10:03, 23, 100892, 35, 3852
15:20:03, 23, 100876, 35, 3901
15:30:04, 24, 100873, 35, 3945
15:40:06, 24, 100883, 35, 3904
15:50:06, 24, 100876, 34, 3842
16:00:07, 24, 100859, 35, 3850
16:10:08, 24, 100870, 34, 3876
16:20:09, 24, 100871, 34, 3878
16:30:10, 24, 100843, 34, 3892
16:40:10, 24, 100853, 34, 3885
16:50:11, 24, 100871, 34, 3855
17:00:12, 24, 100858, 34, 3835
17:10:13, 24, 100831, 34, 3826
17:20:13, 24, 100832, 34, 3821
17:30:15, 24, 100810, 35, 3845
17:40:16, 24, 100818, 35, 3838
17:50:17, 24, 100809, 35, 3847
18:00:20, 24, 100827, 35, 3880
18:10:20, 24, 100810, 35, 3877
18:20:21, 24, 100797, 34, 3834
18:30:22, 24, 100803, 34, 3835
18:40:23, 24, 100801, 35, 3797
18:50:23, 24, 100789, 35, 3769
19:00:24, 24, 100800, 35, 3750
19:10:25, 24, 100828, 35, 3769
19:20:26, 23, 100827, 35, 3721
19:30:27, 23, 100800, 35, 3732
19:40:27, 23, 100824, 35, 3694
19:50:28, 23, 100807, 35, 3656
20:00:30, 23, 100812, 35, 3652
20:10:30, 23, 100820, 35, 3670
20:20:31, 23, 100808, 35, 3647
20:30:33, 22, 100812, 36, 3590
20:40:35, 22, 100817, 36, 3540
20:50:36, 22, 100819, 36, 3471
21:00:37, 22, 100827, 36, 3382
21:10:37, 22, 100818, 36, 3207
21:20:38, 22, 100822, 36, 3071
21:30:39, 22, 100829, 36, 2890
21:40:40, 21, 100830, 36, 2490
21:50:40, 21, 100827, 36, 1934
22:00:42, 21, 100844, 36, 1346
22:10:44, 21, 100856, 36, 782
22:20:44, 21, 100869, 36, 320
22:30:45, 21, 100866, 36, 115
22:40:46, 21, 100862, 36, 38
22:50:47, 21, 100851, 37, 16
23:00:49, 21, 100844, 36, 10
23:10:50, 21, 100860, 36, 11
23:20:50, 21, 100854, 37, 9
23:30:52, 21, 100846, 36, 8
